Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_persist20_6y,roe_persist20_6y,roic_downside_6y,roe_downside_6y,roic_drawdown_6y,roe_drawdown_6y,years_roic_6y,years_roe_6y,roic_persist10_6y,roe_persist10_6y,net_debt_to_ebit,total_equity,net_margin,revenue_growth_3y,assets_to_equity
"7737","KDAN MOBILE SOFTWARE LTD.","","Taïwan","TWSE","TWD","-69.24","0.07","-99.56","-58.77","17.40","-73.92","22.22","0","0","0","0","27.84","26.68","0.00","0.00","5","5","0","0","","164975000.00","-44.83","-5.11","2.12"
"7773","FULLHOPE BIOMEDICAL CO., LTD.","","Taïwan","TWSE","TWD","-6.86","0.01","-14.80","-9.68","2.89","-17.97","2.96","0","0","0","0","37.00","28.34","0.00","0.00","4","4","0","0","","550705000.00","-89.33","32.83","1.04"
"3349","DEXIN CORPORATION","","Taïwan","TWSE","TWD","-13.53","0.16","-8.42","-16.91","6.36","-14.36","5.93","1","1","0","0","6.03","6.89","223.28","260.70","6","6","1","1","","345565000.00","-9.16","11.23","1.50"
"6640","GALLANT MICRO MACHINING CO., LTD.","","Taïwan","TWSE","TWD","15.16","0.63","11.93","16.85","9.72","11.81","6.26","3","4","0","2","8.63","8.12","64.07","61.12","6","6","4","4","1.54","2454902000.00","11.77","50.50","2.10"
"3354","MICROCOSM TECHNOLOGY CO., LTD.","","Taïwan","TWSE","TWD","-7.09","0.08","-12.99","-3.91","2.77","-13.36","1.43","0","0","0","0","3.11","2.26","1033.75","339.53","6","6","0","0","","792362000.00","-59.50","-20.33","1.11"
"3356","GEOVISION INC.","","Taïwan","TWSE","TWD","20.49","0.02","-0.67","21.39","6.97","5.02","5.13","0","3","0","2","5.81","4.34","105.78","38.28","6","6","1","3","-50.85","2493408000.00","48.49","-10.23","1.11"
"3357","TAI-TECH ADVANCED ELECTRONICS CO., LTD.","","Taïwan","TWSE","TWD","12.28","0.29","6.68","10.54","1.67","5.69","0.87","3","4","1","2","4.23","3.98","76.37","63.45","6","6","3","5","0.53","9369794000.00","15.73","22.25","1.51"
"3360","SUNNIC TECHNOLOGY & MERCHANDISE INC.","","Taïwan","TWSE","TWD","-7.34","1.37","-1.08","-8.16","2.91","-1.98","0.81","0","0","0","0","4.11","6.86","123.25","216.11","6","6","2","0","","823814000.00","-0.85","0.50","4.34"
"7777","ABICO ASIA CAPITAL CORPORATION","","Taïwan","TWSE","TWD","4.87","0.00","","2.90","4.79","","","","0","","0","","5.85","","23.79","0","4","","0","","2153140000.00","","","1.01"
"6637","MEDICAL IMAGING CORP.","","Taïwan","TWSE","TWD","18.42","0.41","25.94","21.28","2.48","35.38","9.04","6","6","6","4","4.33","3.59","40.98","22.70","6","6","6","6","-2.12","1120187000.00","15.93","30.65","1.71"
"7781","TPISOFTWARE CORPORATION","","Taïwan","TWSE","TWD","-57.95","1.71","-51.54","-46.87","33.28","-47.82","41.98","0","1","0","1","20.84","32.77","0.00","141.81","4","4","0","1","","247414000.00","-34.96","-3.73","3.65"
"6642","FUZETEC TECHNOLOGY CO., LTD.","","Taïwan","TWSE","TWD","9.06","0.28","10.47","9.51","3.19","11.41","2.55","4","4","2","0","3.47","4.93","70.72","65.71","6","6","5","4","-1.22","1071798000.00","17.92","13.33","1.42"
"3339","TEKCORE CO., LTD","","Taïwan","TWSE","TWD","-15.67","0.31","-16.17","-3.61","10.45","-9.49","6.23","0","1","0","0","6.16","11.48","0.00","198.31","6","6","0","1","","703624000.00","-15.62","27.29","1.78"
"3321","UNIFLEX TECHNOLOGY INC.","","Taïwan","TWSE","TWD","-30.43","1.00","-9.74","-37.08","6.55","-16.88","6.60","0","0","0","0","6.32","6.35","0.00","0.00","6","6","0","0","","717928000.00","-8.40","17.97","2.98"
"3322","JOINSOON ELECTRONICS MANUFACTURING CO., LTD.","","Taïwan","TWSE","TWD","-7.31","0.74","-3.28","-3.03","6.40","-2.18","3.67","0","1","0","0","5.39","7.07","154.18","142.04","6","6","0","2","","1559172000.00","-3.89","4.95","2.30"
"3323","CELXPERT ENERGY CORPORATION","","Taïwan","TWSE","TWD","","0.38","-9.03","-6.94","3.56","-6.89","1.90","0","","0","","6.20","","177.51","","6","0","1","","","2575737000.00","-3.58","-17.12","1.86"
"3324","AURAS TECHNOLOGY CO., LTD.","","Taïwan","TWSE","TWD","25.96","0.42","21.81","23.14","3.27","19.03","2.87","6","6","3","5","3.96","2.63","43.60","19.78","6","6","6","6","1.01","11494464000.00","11.59","35.31","2.27"
"3325","CASING MACRON TECHNOLOGY CO., LTD.","","Taïwan","TWSE","TWD","-16.91","0.72","-8.33","-9.53","6.73","-6.84","2.32","1","1","0","0","3.43","6.16","159.69","233.15","6","6","1","1","","900795000.00","-12.99","-12.98","2.13"
"7764","FORMOSA SAINT JOSE CORPORATION","","Taïwan","TWSE","TWD","","0.62","","","","","","","","","","","","","","0","0","","","","1503396000.00","","","1.70"
"6643","M31 TECHNOLOGY CORPORATION","","Taïwan","TWSE","TWD","3.70","0.01","4.19","10.76","10.00","14.61","18.54","4","4","4","3","22.50","11.42","92.20","83.33","6","6","4","4","-5.77","1900479000.00","3.96","5.13","1.14"
"3338","TAISOL ELECTRONICS CO., LTD.","","Taïwan","TWSE","TWD","7.79","0.01","9.64","11.38","3.12","13.26","3.19","4","4","0","0","2.42","3.34","38.52","48.14","6","6","5","5","-4.54","1984922000.00","4.32","-2.53","1.75"
"3346","LASTER TECH CORPORATION LTD.","","Taïwan","TWSE","TWD","0.37","1.15","-0.05","3.42","4.57","1.94","2.65","0","0","0","0","1.04","0.44","101.01","95.74","6","6","0","0","58.18","3577281000.00","0.15","13.66","2.89"
"3362","ABILITY OPTO-ELECTRONICS TECHNOLOGY CO., LTD.","","Taïwan","TWSE","TWD","-4.04","1.62","0.18","6.28","9.00","3.56","3.33","0","2","0","0","1.84","42.22","97.37","125.05","6","6","0","3","117.14","3685891000.00","-3.58","3.94","2.84"
"3363","FOCI FIBER OPTIC COMMUNICATIONS, INC.","","Taïwan","TWSE","TWD","0.64","0.10","-0.97","-0.27","1.56","-3.87","2.77","1","0","0","0","6.21","2.34","147.55","117.48","6","6","1","1","-2409.18","2549092000.00","0.86","21.97","1.24"
"7796","MICROIP INC.","","Taïwan","TWSE","TWD","-62.17","0.04","-94.26","-50.45","19.98","-108.54","63.33","0","0","0","0","485.80","704.68","0.00","0.00","4","4","0","0","","200533000.00","-358.68","19.30","1.34"
"7799","HERON NEUTRON MEDICAL CORP.","","Taïwan","TWSE","TWD","-7.43","0.00","-13.37","-12.54","7.23","-13.37","","0","0","0","0","","5.12","","0.00","1","2","0","0","","11489312000.00","-4672.74","","1.01"
"2637","WISDOM MARINE LINES CO., LTD.","","Taïwan","TWSE","TWD","15.93","0.57","9.16","11.73","4.49","6.43","2.92","1","4","0","2","4.64","8.97","72.54","73.82","6","6","1","4","4.29","47973238737.00","23.30","457.39","1.69"
"3380","ALPHA NETWORKS INC.","","Taïwan","TWSE","TWD","-1.09","0.26","-0.90","2.06","2.95","1.08","2.69","0","0","0","0","3.72","3.44","109.78","112.29","6","6","0","0","","13039374000.00","-0.65","-10.87","1.85"
"2636","T3EX GLOBAL HOLDINGS CORP.","","Taïwan","TWSE","TWD","10.49","0.91","2.92","13.89","3.38","6.02","2.83","3","5","2","2","7.03","4.36","96.04","82.35","6","6","3","6","-9.50","10050488000.00","5.18","19.25","2.24"
"2634","AEROSPACE INDUSTRIAL DEVELOPMENT CORPORATION","","Taïwan","TWSE","TWD","4.06","1.50","2.15","9.95","5.14","4.64","2.34","0","2","0","0","1.88","3.85","68.34","69.97","6","6","0","3","19.37","17842564000.00","2.07","-4.78","3.02"
"2633","TAIWAN HIGH SPEED RAIL CORPORATION","","Taïwan","TWSE","TWD","9.09","3.15","4.96","9.79","1.30","4.79","0.23","0","0","0","0","1.81","2.67","68.28","37.17","6","6","0","1","9.67","72772763000.00","12.04","4.74","5.23"
"3388","TOPCO TECHNOLOGIES CORP.","","Taïwan","TWSE","TWD","6.58","0.18","9.69","6.46","0.43","8.82","1.31","3","1","1","0","4.25","1.95","70.81","58.18","6","6","3","2","-4.45","4766375000.00","4.29","2.54","1.40"
"2630","AIRASIA CO., LTD.","","Taïwan","TWSE","TWD","5.98","0.38","4.95","3.96","2.85","3.01","2.13","0","0","0","0","1.45","1.79","144.62","83.72","6","6","0","0","3.74","3548828000.00","3.85","15.77","1.61"
"7803","AETHERAI CO., LTD.","","Taïwan","TWSE","TWD","14.80","0.46","17.38","9.86","5.51","10.32","7.89","4","4","1","1","8.19","5.87","92.31","83.07","6","6","5","5","-2.76","25222053000.00","6.39","7.29","1.97"
"6625","B'IN LIVE CO., LTD.","","Taïwan","TWSE","TWD","35.36","0.27","49.28","35.62","5.17","52.49","5.03","3","3","3","3","40.20","27.51","15.44","25.25","6","6","3","3","-1.25","1894141000.00","11.71","30.73","1.91"
"7792","AM-POWER MACHINE INTERNATIONAL ENTERPRISE CO., LTD.","","Taïwan","TWSE","TWD","14.29","0.32","17.49","21.17","10.18","20.49","5.01","5","5","3","3","8.31","12.33","59.58","67.77","5","5","5","5","-0.62","2595388000.00","6.22","12.20","2.07"
"7784","ANBOGEN THERAPEUTICS, INC.","","Taïwan","TWSE","TWD","","","","","","","","","","","","","","","","","","","","","","","",""
"3372","TAIWAN IC PACKAGING CORPORATION","","Taïwan","TWSE","TWD","-13.29","0.04","-12.51","-10.82","2.27","-12.70","1.54","1","1","1","1","6.90","6.36","165.40","163.35","6","6","1","1","","1502131000.00","-19.44","12.94","1.23"
"3374","XINTEC INC.","","Taïwan","TWSE","TWD","14.36","0.24","17.85","17.29","2.67","24.51","5.79","6","6","5","3","6.30","7.41","56.40","58.30","6","6","6","6","-1.26","9757612000.00","18.70","6.46","1.56"
"2646","STARLUX AIRLINES CO. LTD.","","Taïwan","TWSE","TWD","1.76","2.36","0.64","1.76","","0.64","","0","0","0","0","","","","","1","1","0","0","41.20","11068132000.00","0.66","","7.14"
"3376","SHIN ZU SHING CO., LTD.","","Taïwan","TWSE","TWD","1.81","0.06","0.27","5.02","3.15","3.76","3.19","1","0","0","0","5.30","3.79","98.52","82.99","6","6","3","2","-19.80","17189990000.00","2.97","3.20","1.29"
"7789","CASUAL RESTAURANTS INC.","","Taïwan","TWSE","TWD","10.39","3.02","4.22","-29.62","51.47","-4.45","10.30","0","0","0","0","8.04","53.84","0.00","0.00","4","4","0","1","9.19","288818000.00","1.24","0.25","5.41"
"2642","TAIWAN PELICAN EXPRESS CO., LTD.","","Taïwan","TWSE","TWD","-4.85","0.66","-4.09","-0.34","4.56","-0.77","3.60","0","0","0","0","5.87","7.10","144.31","146.06","6","6","0","2","","2052282000.00","-2.61","-4.64","1.97"
"2641","FRANBO LINES CORP.","","Taïwan","TWSE","TWD","8.05","0.67","5.57","7.86","0.44","5.60","0.06","0","2","0","1","1.66","1.25","41.86","76.38","6","6","0","2","5.62","8818978000.00","28.66","33.04","1.71"
"3379","TAIWAN BENEFIT COMPANY","","Taïwan","TWSE","TWD","12.38","0.06","14.70","6.10","6.65","4.48","9.50","1","1","0","0","8.37","4.87","0.00","217.32","6","6","1","1","-5.67","679791000.00","4.08","81.40","1.95"
"7762","PET PHARM BIOTECH CO., LTD.","","Taïwan","TWSE","TWD","2.80","0.09","1.03","3.02","0.29","1.44","0.74","0","0","0","0","2.61","4.02","56.52","16.17","4","4","0","0","-27.75","1195698000.00","11.21","37.25","1.13"
"6651","CYSTECH ELECTRONICS CORP.","","Taïwan","TWSE","TWD","16.99","0.04","33.70","18.84","3.78","26.46","6.76","6","6","6","4","8.99","4.81","62.07","51.16","6","6","6","6","-3.44","1274263000.00","14.54","5.69","1.22"
"2753","BAFANG YUNJI INTERNATIONAL CO. LTD.","","Taïwan","TWSE","TWD","20.75","0.67","17.48","17.60","2.74","14.98","2.26","6","6","2","4","3.92","3.54","46.67","48.03","6","6","6","6","0.59","4153216000.00","9.40","9.44","1.98"
"2745","LIFE TRAVEL & TOURIST SERVICE CO., LTD.","","Taïwan","TWSE","TWD","37.15","0.11","75.46","45.02","10.88","74.74","2.64","3","3","3","3","63.44","35.38","1.92","35.31","6","6","3","3","-3.57","970466000.00","3.86","32.63","2.76"
"7751","HORNG TERNG AUTOMATION CO., LTD.","","Taïwan","TWSE","TWD","28.34","0.03","53.09","26.37","2.79","46.88","8.78","2","2","2","2","6.21","1.98","0.00","0.00","2","2","2","2","-3.79","2473209000.00","28.01","62.42","1.60"
"2743","RICHMOND INTERNATIONAL TRAVEL & TOURS CO., LTD.","","Taïwan","TWSE","TWD","16.65","0.50","33.31","30.75","16.31","45.50","15.79","3","3","3","2","30.20","15.00","47.40","65.75","6","6","3","3","-1.61","1176229000.00","2.75","15.82","2.55"
"3293","INTERNATIONAL GAMES SYSTEM CO., LTD.","","Taïwan","TWSE","TWD","61.23","0.00","118.44","60.28","3.67","112.67","7.33","6","6","6","6","7.41","4.59","17.29","7.83","6","6","6","6","-1.32","19059830000.00","49.25","24.67","1.34"
"2739","MY HUMBLE HOUSE HOSPITALITY MANAGEMENT CONSULTING INC.","","Taïwan","TWSE","TWD","13.70","5.44","2.97","31.15","15.53","4.30","1.26","0","3","0","2","4.00","41.74","45.80","68.48","6","6","0","3","18.20","1613638000.00","4.17","3.45","7.33"
"7749","INTELLIGO TECHNOLOGY INC.","","Taïwan","TWSE","TWD","20.76","0.01","33.52","17.05","7.72","26.70","6.94","3","2","2","2","7.27","12.58","0.00","6.57","3","3","3","2","-5.42","3744002000.00","32.54","62.76","1.11"
"3294","MEGAFORCE COMPANY LIMITED","","Taïwan","TWSE","TWD","-3.41","0.43","-3.08","-2.07","4.85","-1.82","1.73","0","0","0","0","1.68","4.55","167.84","297.45","6","6","0","0","","2304435000.00","-2.21","-7.13","2.11"
"7742","URANUS CHEMICALS CO., LTD.","","Taïwan","TWSE","TWD","-8.07","0.73","0.96","0.79","7.67","2.74","2.01","0","1","0","0","1.59","10.01","80.49","157.27","5","5","0","1","18.70","1531281000.00","-11.18","26.96","1.95"
"3284","TOP HIGH IMAGE CORP.","","Taïwan","TWSE","TWD","14.93","0.69","4.71","13.00","5.94","6.66","3.59","0","2","0","0","5.71","12.45","56.39","15.84","6","6","1","2","4.88","1735835000.00","27.57","6.22","1.81"
"3287","KWORLD COMPUTER CO., LTD.","","Taïwan","TWSE","TWD","9.79","0.08","1.74","12.87","5.11","2.63","2.03","2","3","1","0","2.15","5.75","97.10","91.21","6","6","2","4","-26.67","671234000.00","7.02","23.15","1.56"
"7744","W&B TECHNOLOGY LTD.","","Taïwan","TWSE","TWD","25.81","0.01","35.85","34.04","10.46","48.34","18.96","4","4","4","4","14.82","10.27","48.90","47.16","4","4","4","4","-1.51","2438110000.00","19.98","43.18","1.35"
"3289","INTEGRATED SERVICE TECHNOLOGY INC.","","Taïwan","TWSE","TWD","8.20","0.55","4.54","10.43","2.94","4.85","0.47","0","1","0","0","1.50","3.54","37.32","42.05","6","6","0","2","5.16","4687829000.00","6.91","12.71","1.92"
"3290","DONPON PRECISION INC.","","Taïwan","TWSE","TWD","9.65","0.82","8.65","9.25","2.35","8.74","1.61","0","0","0","0","2.42","1.98","32.04","15.20","6","6","1","1","2.00","2209262000.00","9.50","11.76","2.16"
"2762","WORLD FITNESS SERVICES LTD.","","Taïwan","TWSE","TWD","13.58","3.86","3.85","12.31","1.26","3.41","0.38","0","2","0","0","1.71","15.39","91.72","0.00","5","5","1","3","14.44","2892595000.00","3.72","11.33","6.48"
"2736","HOYA RESORT HOTEL GROUP","","Taïwan","TWSE","TWD","-10.61","0.51","-4.96","-7.26","4.52","-4.39","2.39","0","0","0","0","3.47","6.05","680.18","1150.50","6","6","0","0","","1463641000.00","-28.14","-0.46","1.66"
"2718","ALLMIND HOLDINGS CORPORATION","","Taïwan","TWSE","TWD","25.80","0.14","40.31","47.46","29.99","56.52","41.28","3","3","3","3","13.76","19.31","61.03","68.42","6","6","3","3","-1.66","6265931000.00","48.96","17.85","1.26"
"3311","SILITECH TECHNOLOGY CORP","","Taïwan","TWSE","TWD","4.22","0.17","-0.65","3.63","1.37","-0.41","1.33","0","0","0","0","7.97","12.10","138.33","55.22","6","6","0","0","-6.45","3638642000.00","5.73","6.07","1.38"
"3312","GMI TECHNOLOGY INC.","","Taïwan","TWSE","TWD","6.50","0.95","6.50","10.10","3.13","6.79","1.09","3","4","0","1","3.53","3.66","70.52","75.32","6","6","3","5","2.26","4171028000.00","1.14","17.29","2.69"
"3313","FEEI CHERNG DEVELOP TECHNOLOGY CO., LTD.","","Taïwan","TWSE","TWD","","0.55","","5.55","8.11","-4.60","1.34","0","0","0","0","0.74","11.25","0.00","499.50","5","5","0","1","","2194654000.00","","-18.20","1.65"
"2707","FORMOSA INTERNATIONAL HOTELS CORPORATION","","Taïwan","TWSE","TWD","31.55","0.77","27.32","30.16","2.48","27.18","3.36","4","6","3","6","9.45","7.52","24.11","59.49","6","6","5","6","-0.12","4345352000.00","21.20","0.50","2.35"
"2706","FIRST HOTEL COMPANY LIMITED","","Taïwan","TWSE","TWD","3.21","0.01","2.01","3.02","0.23","1.92","0.08","0","0","0","0","0.23","1.36","1.59","51.12","6","6","0","0","-11.46","10123259000.00","86.38","4.78","1.15"
"2705","LEOFOO DEVELOPMENT CO., LTD.","","Taïwan","TWSE","TWD","3.37","1.77","0.85","1.06","2.77","0.73","0.31","0","0","0","0","1.88","7.29","11.46","0.00","6","6","0","0","56.18","5027399000.00","7.27","1.78","3.14"
"3317","NIKO SEMICONDUCTOR CO., LTD.","","Taïwan","TWSE","TWD","4.75","0.00","14.27","6.35","1.45","12.75","1.53","5","2","2","0","1.89","2.36","58.53","72.67","6","6","6","2","-5.60","3281158000.00","5.67","4.79","1.19"
"2704","AMBASSADOR HOTEL CO., LTD.","","Taïwan","TWSE","TWD","0.79","0.16","-0.37","2.67","1.75","-0.99","0.90","0","0","0","0","2.78","1.96","0.00","2633.33","6","6","0","0","","25605590000.00","15.50","3.01","1.30"
"2701","WAN HWA ENTERPRISE CO., LTD.","","Taïwan","TWSE","TWD","2.99","0.00","1.45","2.89","0.13","1.51","0.07","0","0","0","0","0.23","1.19","25.17","51.52","6","6","0","0","-12.17","8363644000.00","98.97","-7.55","1.15"
"7754","ANNJI PHARMACEUTICAL CO., LTD.","","Taïwan","TWSE","TWD","-72.89","0.15","-93.06","-54.46","15.98","-71.05","19.72","0","0","0","0","21.73","20.02","0.00","0.00","5","5","0","0","","319822000.00","-4738.73","-77.06","1.85"
"2731","LION TRAVEL SERVICE CO., LTD.","","Taïwan","TWSE","TWD","35.11","0.19","49.86","37.62","15.91","38.62","9.82","3","3","3","3","31.45","34.56","7.72","57.70","6","6","3","3","-3.34","5234682000.00","5.51","18.15","2.39"
"3297","HUNT ELECTRONIC CO., LTD.","","Taïwan","TWSE","TWD","2.98","0.11","-6.28","-0.06","2.74","-7.44","1.51","0","0","0","0","1.72","5.89","0.00","432.86","6","6","0","0","","580670000.00","8.47","11.47","1.19"
"2727","WOWPRIME CORP.","","Taïwan","TWSE","TWD","27.08","1.06","23.87","28.89","3.48","25.50","1.65","3","3","3","3","11.86","15.07","107.71","173.44","6","6","3","3","-0.20","5044132000.00","5.79","2.51","3.45"
"7761","POWER WIN TAIWAN CO., LTD.","","Taïwan","TWSE","TWD","2.37","0.19","7.06","-3.94","8.17","0.89","5.45","0","0","0","0","4.94","9.87","150.47","438.56","4","4","0","0","-5.02","437216000.00","3.61","59.89","1.25"
"3303","UNIVACCO TECHNOLOGY INC.","","Taïwan","TWSE","TWD","18.51","0.41","14.06","15.60","4.31","13.65","5.03","3","3","0","0","2.19","3.67","34.27","27.20","6","6","4","4","0.07","2443437000.00","14.50","10.59","1.65"
"3305","SHENMAO TECHNOLOGY INC.","","Taïwan","TWSE","TWD","7.84","1.03","5.68","7.04","1.90","4.98","0.99","0","1","0","0","1.24","2.67","58.06","67.85","6","6","0","2","4.62","5690086000.00","3.94","31.75","2.20"
"2723","GOURMET MASTER CO., LTD.","","Taïwan","TWSE","TWD","-4.07","0.35","3.57","2.72","5.93","5.46","1.65","0","0","0","0","2.29","5.99","59.62","141.07","6","6","0","0","-1.26","10097916000.00","-2.40","-5.84","1.73"
"3308","BESTEC POWER ELECTRONICS CO., LTD.","","Taïwan","TWSE","TWD","3.69","0.86","-6.00","18.45","24.07","-4.27","3.37","0","1","0","1","1.62","10.01","246.24","92.02","6","6","0","1","","1121280000.00","518.70","-87.90","1.94"
"3390","SUNFLEX TECH CO., LTD.","","Taïwan","TWSE","TWD","-3.19","0.14","-4.03","3.61","5.98","-2.96","0.96","0","0","0","0","5.44","10.73","249.26","139.73","6","6","0","0","","1399280000.00","-5.33","-1.02","1.28"
"6706","FITTECH CO. LTD.","","Taïwan","TWSE","TWD","-7.71","0.70","-6.45","-8.50","1.00","-9.81","2.95","3","3","2","2","15.17","11.68","129.27","131.12","6","6","3","3","","3835691000.00","-34.36","-18.03","2.02"
"3037","UNIMICRON TECHNOLOGY CORP.","","Taïwan","TWSE","TWD","7.31","0.53","3.14","8.64","3.81","3.41","1.39","2","3","1","2","1.70","4.21","92.13","85.64","6","6","2","4","0.30","107007077000.00","5.75","12.32","2.39"
"3038","EMERGING DISPLAY TECHNOLOGIES CORP.","","Taïwan","TWSE","TWD","6.09","0.17","6.41","11.75","5.42","12.69","7.73","4","3","1","0","7.32","3.43","69.93","68.10","6","6","5","5","-10.01","2619850000.00","5.40","-17.16","1.48"
"3040","GLOBAL VIEW CO., LTD.","","Taïwan","TWSE","TWD","1.34","0.21","-1.32","2.91","1.49","0.66","1.91","0","1","0","1","1.88","2.76","143.85","94.37","6","6","0","1","-170.32","1551779000.00","15.48","-8.80","1.28"
"3041","ALI CORP","","Taïwan","TWSE","TWD","-43.13","0.77","-27.71","-43.88","25.20","-26.60","5.89","0","0","0","0","8.84","36.76","942.86","13455.77","6","6","0","0","","1462730000.00","-52.93","-11.16","2.69"
"3042","TXC CORP","","Taïwan","TWSE","TWD","11.11","0.13","12.27","13.43","2.07","12.82","0.69","6","5","1","2","0.82","2.27","51.94","60.05","6","6","6","6","-2.03","16036795000.00","13.52","10.92","1.36"
"3043","POWERCOM CO., LTD.","","Taïwan","TWSE","TWD","-15.04","0.75","-1.87","-2.65","11.35","2.54","5.73","0","1","0","1","20.63","37.70","119.22","137.78","6","6","0","1","","792218000.00","-12.30","-19.77","2.35"
"3044","TRIPOD TECHNOLOGY CORP.","","Taïwan","TWSE","TWD","19.59","0.14","23.60","17.20","2.78","18.51","5.71","6","6","1","0","3.15","1.45","30.95","16.77","6","6","6","6","-1.67","54091857000.00","13.93","11.67","1.81"
"3045","TAIWAN MOBILE CO., LTD.","","Taïwan","TWSE","TWD","17.20","1.02","9.08","17.11","0.21","8.60","0.42","0","6","0","0","0.47","0.21","9.65","4.96","6","6","0","6","3.92","94549248000.00","8.15","4.12","2.48"
"3008","LARGAN PRECISION CO., LTD.","","Taïwan","TWSE","TWD","11.46","0.00","17.03","12.52","2.10","16.40","2.16","6","4","3","0","3.40","2.31","58.40","35.88","6","6","6","6","-5.75","190867945000.00","35.26","11.89","1.16"
"3046","AOPEN INC.","","Taïwan","TWSE","TWD","19.52","0.07","29.70","19.89","0.43","22.50","6.26","4","5","1","3","14.27","17.87","0.00","26.84","6","6","5","5","-4.78","1657933000.00","4.17","15.14","2.31"
"3047","EDIMAX TECHNOLOGY CO., LTD.","","Taïwan","TWSE","TWD","-9.94","0.55","-6.75","-1.64","12.91","-1.56","7.38","0","1","0","0","5.84","9.91","177.14","198.56","6","6","0","1","","3184859000.00","-9.23","-7.43","1.91"
"3048","EDOM TECHNOLOGY CO., LTD.","","Taïwan","TWSE","TWD","10.64","1.98","9.25","-0.36","11.25","8.16","1.73","0","3","0","1","1.73","16.81","47.89","141.90","6","6","2","4","4.63","5588294000.00","0.47","3.83","5.00"
"3049","HANNSTOUCH HOLDINGS CO., LTD.","","Taïwan","TWSE","TWD","-6.05","0.78","-4.59","-8.59","2.22","-6.10","1.35","0","0","0","0","3.61","5.98","211.30","199.70","6","6","0","1","","7558266000.00","-32.11","5.57","1.84"
"3050","U-TECH MEDIA CORP.","","Taïwan","TWSE","TWD","0.89","0.78","0.43","2.60","1.48","0.98","1.03","0","0","0","0","1.59","1.88","91.05","84.84","6","6","0","0","20.67","2997766000.00","2.08","5.37","1.92"
"3036","WT MICROELECTRONICS CO., LTD.","","Taïwan","TWSE","TWD","12.23","0.61","8.47","9.66","3.06","7.35","1.35","0","3","0","0","1.86","3.48","38.49","60.09","6","6","0","4","2.01","117938307000.00","1.15","40.76","4.47"
"3051","OPTIMAX TECHNOLOGY CORP.","","Taïwan","TWSE","TWD","6.63","0.45","5.26","9.03","3.79","5.83","2.18","0","3","0","1","2.64","5.84","36.17","86.58","6","6","0","3","3.39","2479331000.00","8.95","-3.28","1.58"
"3035","FARADAY TECHNOLOGY CORPORATION","","Taïwan","TWSE","TWD","5.73","0.02","4.65","10.50","5.55","15.32","12.13","4","3","3","1","13.93","6.91","91.05","80.46","6","6","4","3","-13.04","13528800000.00","4.30","22.63","1.40"
"3033","WEIKENG INDUSTRIAL CO., LTD.","","Taïwan","TWSE","TWD","","2.02","3.95","9.45","1.90","5.40","1.41","0","","0","","1.61","","59.82","","6","0","0","","10.32","10715184000.00","0.79","23.84","4.12"
"3022","IEI INTEGRATION CORP.","","Taïwan","TWSE","TWD","7.29","0.00","4.66","12.08","4.15","8.90","4.76","3","4","0","0","4.89","4.02","75.29","57.79","6","6","4","5","-10.68","11379454000.00","12.64","-7.29","1.33"
"3023","SINBON ELECTRONICS CO., LTD.","","Taïwan","TWSE","TWD","19.39","0.29","16.67","21.97","2.35","19.64","3.13","6","6","1","5","1.24","2.27","27.24","21.08","6","6","6","6","-0.73","16487400000.00","9.98","-2.69","1.94"
"3024","ACTION ELECTRONICS CO., LTD.","","Taïwan","TWSE","TWD","","0.40","","","","","","","","","","","","","","0","0","","","","2987092000.00","","","1.59"
"3025","LOOP TELECOMMUNICATION INTERNATIONAL INC.","","Taïwan","TWSE","TWD","22.21","0.20","32.28","23.36","1.07","30.14","2.13","3","3","3","3","14.27","8.91","86.15","56.99","6","6","4","3","-2.46","886344000.00","28.86","2.18","1.45"
"3010","WAH LEE INDUSTRIAL CORP.","","Taïwan","TWSE","TWD","10.29","0.63","6.47","11.16","0.81","6.13","0.31","0","3","0","0","0.33","1.77","30.65","46.01","6","6","0","6","2.17","26034167000.00","3.33","8.20","2.18"
"6885","BRIM BIOTECHNOLOGY INC.","","Taïwan","TWSE","TWD","-51.90","0.00","-80.71","-39.91","11.74","-55.01","22.75","0","0","0","0","18.26","16.28","0.00","0.00","4","5","0","0","","1736513000.00","-764468.89","-50.00","1.02"
"3026","HOLY STONE ENTERPRISE CO., LTD.","","Taïwan","TWSE","TWD","9.87","0.35","9.87","8.50","1.73","6.73","2.72","2","2","0","0","4.25","2.48","73.91","64.99","6","6","3","3","-1.80","10399318000.00","7.64","0.70","1.56"
"3027","BILLION ELECTRIC CO., LTD.","","Taïwan","TWSE","TWD","-6.13","0.04","-3.01","0.02","5.84","-2.09","0.81","0","0","0","0","1.37","4.98","223.87","211.66","6","6","0","0","","2294718000.00","-6.94","7.38","1.24"
"3028","ZENITRON CORPORATION","","Taïwan","TWSE","TWD","11.92","1.77","6.92","9.38","2.20","5.08","1.59","0","2","0","0","1.36","2.33","32.08","53.54","6","6","0","3","6.58","6302341000.00","1.80","12.81","3.72"
